Pet_ID,Pet_Type,Owner_Name,Procedure,Cost_Per_Treatment,Repeat_Seen,Consultation_Time_Minutes,Date_of_Treatment,Referral_Source,Diagnosis,Main_Condition,Visits_Count,Total_Income
PET0139,Cat,Owner_88,Vaccination,67,False,29,2025-01-07,Emergency,Dental Disease,Trauma,5,335
PET0232,Bird,Owner_199,Deworming,842,False,50,2025-02-13,Referred by Vet,Arthritis,Trauma,5,4210
PET0694,Rabbit,Owner_156,Vaccination,784,False,58,2025-03-10,Emergency,Obesity,Preventative Care,4,3136
PET0707,Bird,Owner_48,Neutering,615,True,29,2025-01-02,Emergency,Dental Disease,Infectious Disease,1,615
PET0065,Cat,Owner_163,Vaccination,619,True,31,2025-03-02,Referred by Vet,Skin Infection,Preventative Care,2,1238
PET0408,Bird,Owner_118,Dental Cleaning,372,False,37,2025-02-28,Online Booking,Parvovirus,Genetic Disorder,1,372
PET0543,Cat,Owner_71,Dental Cleaning,921,False,49,2025-03-07,Emergency,Arthritis,Genetic Disorder,2,1842
PET0416,Cat,Owner_143,Checkup,735,False,58,2025-03-02,Referred by Vet,Dental Disease,Preventative Care,2,1470
PET0207,Bird,Owner_127,Checkup,841,False,16,2025-03-15,Referred by Vet,Ear Infection,Chronic Disease,1,841
PET0421,Rabbit,Owner_34,Checkup,675,True,10,2025-02-12,Emergency,Skin Infection,Behavioral Issue,5,3375
PET0905,Bird,Owner_28,Surgery,337,True,41,2025-02-23,Referred by Vet,Ear Infection,Infectious Disease,2,674
PET0585,Rabbit,Owner_42,Surgery,992,False,22,2025-02-15,Referred by Vet,Obesity,Behavioral Issue,1,992
PET0696,Dog,Owner_42,Deworming,903,True,39,2025-02-07,Referred by Vet,Arthritis,Genetic Disorder,2,1806
PET0857,Rabbit,Owner_12,Checkup,712,True,32,2025-02-07,Online Booking,Skin Infection,Trauma,3,2136
PET0766,Bird,Owner_71,Neutering,688,False,28,2025-01-22,Walk-in,Ear Infection,Genetic Disorder,5,3440
PET0381,Rabbit,Owner_57,Surgery,204,True,41,2025-01-05,Referred by Vet,Skin Infection,Trauma,4,816
PET0006,Cat,Owner_108,Checkup,539,True,39,2025-03-30,Referred by Vet,Parvovirus,Genetic Disorder,2,1078
PET0352,Dog,Owner_65,Vaccination,435,True,38,2025-03-18,Emergency,Skin Infection,Trauma,3,1305
PET0754,Rabbit,Owner_141,Surgery,834,False,58,2025-02-08,Walk-in,Obesity,Behavioral Issue,4,3336
PET0854,Cat,Owner_58,Dental Cleaning,153,True,54,2025-03-14,Walk-in,Dental Disease,Chronic Disease,4,612
PET0954,Rabbit,Owner_54,Neutering,978,True,38,2025-02-03,Walk-in,Ear Infection,Genetic Disorder,2,1956
PET0420,Cat,Owner_172,Checkup,442,True,39,2025-01-08,Walk-in,Parvovirus,Chronic Disease,1,442
PET0748,Rabbit,Owner_198,Neutering,860,False,25,2025-03-22,Emergency,Ear Infection,Genetic Disorder,2,1720
PET0547,Cat,Owner_136,Deworming,295,True,49,2025-03-02,Online Booking,Skin Infection,Genetic Disorder,3,885
PET0604,Dog,Owner_20,Surgery,225,False,28,2025-03-16,Referred by Vet,Arthritis,Genetic Disorder,4,900
PET0221,Bird,Owner_193,Deworming,88,False,27,2025-01-22,Emergency,Ear Infection,Infectious Disease,2,176
PET0220,Cat,Owner_158,Vaccination,526,False,10,2025-03-15,Walk-in,Skin Infection,Behavioral Issue,1,526
PET0436,Bird,Owner_184,Surgery,731,True,23,2025-01-07,Emergency,Skin Infection,Chronic Disease,2,1462
PET0030,Cat,Owner_199,Vaccination,808,True,56,2025-03-26,Walk-in,Arthritis,Trauma,5,4040
PET0337,Bird,Owner_174,Deworming,587,True,59,2025-02-07,Walk-in,Arthritis,Trauma,1,587
PET0680,Bird,Owner_26,Deworming,916,True,11,2025-03-21,Online Booking,Arthritis,Behavioral Issue,3,2748
PET0405,Dog,Owner_174,Deworming,867,True,37,2025-01-04,Online Booking,Parvovirus,Preventative Care,4,3468
PET0166,Rabbit,Owner_50,Vaccination,970,True,58,2025-02-06,Online Booking,Obesity,Behavioral Issue,2,1940
PET0468,Cat,Owner_143,Neutering,457,False,59,2025-03-04,Walk-in,Arthritis,Behavioral Issue,1,457
PET0128,Bird,Owner_166,Dental Cleaning,574,True,39,2025-01-11,Emergency,Dental Disease,Preventative Care,5,2870
PET0623,Rabbit,Owner_153,Deworming,877,True,47,2025-01-17,Referred by Vet,Skin Infection,Trauma,1,877
PET0027,Bird,Owner_136,Vaccination,555,True,13,2025-03-06,Referred by Vet,Parvovirus,Genetic Disorder,5,2775
PET0395,Dog,Owner_98,Dental Cleaning,952,False,10,2025-01-10,Referred by Vet,Parvovirus,Behavioral Issue,3,2856
PET0565,Rabbit,Owner_116,Surgery,874,False,17,2025-02-05,Online Booking,Arthritis,Genetic Disorder,4,3496
PET0028,Bird,Owner_54,Neutering,85,True,38,2025-02-02,Emergency,Dental Disease,Trauma,3,255
PET0643,Dog,Owner_83,Dental Cleaning,734,False,48,2025-01-17,Online Booking,Skin Infection,Preventative Care,2,1468
PET0136,Dog,Owner_91,Neutering,69,False,12,2025-03-20,Walk-in,Arthritis,Chronic Disease,1,69
PET0462,Bird,Owner_127,Checkup,370,False,41,2025-02-05,Referred by Vet,Ear Infection,Genetic Disorder,5,1850
PET0051,Cat,Owner_177,Neutering,825,True,19,2025-02-05,Online Booking,Dental Disease,Chronic Disease,5,4125
PET0380,Cat,Owner_19,Deworming,561,False,19,2025-02-02,Referred by Vet,Obesity,Behavioral Issue,1,561
PET0212,Rabbit,Owner_104,Neutering,449,True,28,2025-01-02,Referred by Vet,Skin Infection,Trauma,1,449
PET0327,Rabbit,Owner_56,Vaccination,703,False,55,2025-01-15,Referred by Vet,Dental Disease,Infectious Disease,2,1406
PET0762,Rabbit,Owner_188,Neutering,932,False,43,2025-03-19,Referred by Vet,Obesity,Genetic Disorder,3,2796
PET0380,Bird,Owner_74,Surgery,520,True,42,2025-01-23,Walk-in,Skin Infection,Preventative Care,5,2600
PET0753,Cat,Owner_191,Vaccination,192,False,32,2025-03-17,Emergency,Dental Disease,Genetic Disorder,2,384
PET0832,Bird,Owner_66,Neutering,141,True,37,2025-01-20,Online Booking,Ear Infection,Behavioral Issue,3,423
PET0253,Rabbit,Owner_1,Surgery,403,False,41,2025-03-26,Referred by Vet,Skin Infection,Genetic Disorder,2,806
PET0082,Rabbit,Owner_155,Vaccination,883,True,59,2025-02-27,Emergency,Skin Infection,Trauma,5,4415
PET0020,Cat,Owner_147,Vaccination,849,False,16,2025-02-17,Referred by Vet,Arthritis,Infectious Disease,1,849
PET0540,Rabbit,Owner_147,Surgery,776,True,38,2025-01-23,Walk-in,Parvovirus,Infectious Disease,1,776
PET1000,Dog,Owner_92,Surgery,903,False,17,2025-02-03,Emergency,Obesity,Genetic Disorder,3,2709
PET0350,Dog,Owner_133,Dental Cleaning,100,True,10,2025-03-31,Referred by Vet,Arthritis,Chronic Disease,4,400
PET0651,Rabbit,Owner_72,Surgery,714,True,12,2025-01-31,Walk-in,Parvovirus,Infectious Disease,3,2142
PET0782,Cat,Owner_13,Dental Cleaning,747,True,33,2025-03-04,Emergency,Skin Infection,Chronic Disease,4,2988
PET0652,Cat,Owner_107,Checkup,624,False,32,2025-01-24,Emergency,Ear Infection,Genetic Disorder,2,1248
PET0755,Rabbit,Owner_44,Deworming,239,False,17,2025-03-09,Emergency,Obesity,Genetic Disorder,2,478
PET0950,Cat,Owner_86,Neutering,174,False,56,2025-01-05,Emergency,Skin Infection,Infectious Disease,5,870
PET0200,Cat,Owner_43,Vaccination,199,False,46,2025-02-13,Referred by Vet,Ear Infection,Genetic Disorder,4,796
PET0021,Cat,Owner_54,Dental Cleaning,363,False,12,2025-01-11,Online Booking,Obesity,Preventative Care,5,1815
PET0153,Bird,Owner_166,Neutering,619,True,42,2025-01-19,Emergency,Obesity,Genetic Disorder,1,619
PET0127,Cat,Owner_68,Surgery,391,True,37,2025-03-18,Referred by Vet,Arthritis,Behavioral Issue,4,1564
PET0670,Bird,Owner_116,Surgery,354,False,56,2025-01-20,Referred by Vet,Obesity,Infectious Disease,3,1062
PET0564,Cat,Owner_114,Neutering,741,True,17,2025-03-05,Online Booking,Arthritis,Behavioral Issue,1,741
PET0218,Dog,Owner_98,Surgery,731,False,43,2025-02-22,Emergency,Parvovirus,Trauma,1,731
PET0700,Bird,Owner_69,Checkup,887,True,44,2025-02-19,Referred by Vet,Parvovirus,Behavioral Issue,3,2661
PET0767,Cat,Owner_137,Vaccination,832,True,41,2025-01-31,Online Booking,Obesity,Behavioral Issue,1,832
PET0168,Bird,Owner_10,Checkup,103,False,33,2025-03-26,Referred by Vet,Obesity,Infectious Disease,4,412
PET0608,Cat,Owner_20,Dental Cleaning,493,True,23,2025-02-26,Walk-in,Obesity,Behavioral Issue,5,2465
PET0748,Dog,Owner_157,Neutering,662,False,41,2025-03-23,Walk-in,Skin Infection,Chronic Disease,1,662
PET0115,Rabbit,Owner_92,Checkup,313,True,55,2025-01-22,Online Booking,Obesity,Infectious Disease,4,1252
PET0820,Bird,Owner_25,Deworming,102,False,52,2025-01-27,Referred by Vet,Obesity,Behavioral Issue,2,204
PET0965,Cat,Owner_172,Dental Cleaning,621,False,25,2025-03-15,Emergency,Skin Infection,Preventative Care,4,2484
PET0109,Cat,Owner_89,Surgery,669,True,13,2025-02-14,Walk-in,Dental Disease,Preventative Care,5,3345
PET0026,Dog,Owner_1,Checkup,54,True,46,2025-01-07,Online Booking,Obesity,Behavioral Issue,4,216
PET0312,Rabbit,Owner_192,Vaccination,152,False,30,2025-03-24,Referred by Vet,Obesity,Preventative Care,3,456
PET0678,Bird,Owner_41,Vaccination,245,False,23,2025-02-03,Walk-in,Parvovirus,Trauma,5,1225
PET0959,Bird,Owner_138,Vaccination,823,True,40,2025-01-15,Referred by Vet,Skin Infection,Infectious Disease,2,1646
PET0397,Rabbit,Owner_27,Checkup,926,True,57,2025-01-07,Referred by Vet,Ear Infection,Chronic Disease,3,2778
PET0716,Bird,Owner_130,Checkup,933,True,27,2025-01-22,Referred by Vet,Skin Infection,Trauma,4,3732
PET0076,Rabbit,Owner_32,Vaccination,399,True,16,2025-03-01,Emergency,Dental Disease,Genetic Disorder,5,1995
PET0691,Bird,Owner_187,Surgery,96,False,19,2025-02-21,Walk-in,Parvovirus,Behavioral Issue,2,192
PET0628,Rabbit,Owner_55,Dental Cleaning,916,False,16,2025-03-02,Emergency,Dental Disease,Preventative Care,3,2748
PET0102,Dog,Owner_131,Deworming,872,True,42,2025-02-08,Emergency,Ear Infection,Trauma,2,1744
PET0773,Dog,Owner_51,Neutering,985,False,32,2025-03-02,Online Booking,Skin Infection,Genetic Disorder,4,3940
PET0851,Dog,Owner_75,Neutering,869,False,30,2025-03-10,Walk-in,Parvovirus,Genetic Disorder,2,1738
PET0601,Bird,Owner_181,Checkup,705,True,28,2025-01-30,Referred by Vet,Arthritis,Preventative Care,1,705
PET0122,Dog,Owner_34,Checkup,318,False,57,2025-02-18,Referred by Vet,Dental Disease,Genetic Disorder,3,954
PET0984,Rabbit,Owner_80,Vaccination,419,True,28,2025-03-29,Walk-in,Obesity,Behavioral Issue,2,838
PET0783,Cat,Owner_62,Neutering,685,False,45,2025-02-19,Referred by Vet,Dental Disease,Preventative Care,4,2740
PET0348,Bird,Owner_140,Deworming,155,True,38,2025-03-02,Referred by Vet,Skin Infection,Chronic Disease,4,620
PET0429,Rabbit,Owner_47,Deworming,719,False,27,2025-02-03,Online Booking,Skin Infection,Preventative Care,2,1438
PET0371,Rabbit,Owner_132,Surgery,708,True,11,2025-01-19,Emergency,Dental Disease,Trauma,4,2832
PET0506,Dog,Owner_141,Checkup,706,True,10,2025-03-09,Online Booking,Ear Infection,Infectious Disease,5,3530
PET0342,Cat,Owner_1,Neutering,169,False,56,2025-02-25,Referred by Vet,Obesity,Infectious Disease,5,845
PET0850,Bird,Owner_96,Surgery,880,True,14,2025-01-02,Emergency,Dental Disease,Trauma,5,4400
PET0823,Rabbit,Owner_27,Deworming,836,True,29,2025-02-06,Emergency,Dental Disease,Genetic Disorder,1,836
PET0106,Rabbit,Owner_46,Vaccination,653,False,20,2025-02-27,Online Booking,Obesity,Preventative Care,2,1306
PET0961,Bird,Owner_136,Neutering,107,False,51,2025-02-18,Referred by Vet,Skin Infection,Infectious Disease,1,107
PET0636,Bird,Owner_2,Surgery,395,True,11,2025-03-28,Referred by Vet,Ear Infection,Preventative Care,4,1580
PET0829,Dog,Owner_140,Vaccination,790,True,12,2025-02-10,Emergency,Arthritis,Preventative Care,1,790
PET0708,Bird,Owner_164,Deworming,523,True,32,2025-03-09,Online Booking,Skin Infection,Chronic Disease,4,2092
PET0436,Rabbit,Owner_198,Deworming,166,True,21,2025-03-29,Walk-in,Arthritis,Genetic Disorder,4,664
PET0734,Cat,Owner_85,Neutering,879,True,29,2025-01-06,Emergency,Arthritis,Genetic Disorder,3,2637
PET0966,Rabbit,Owner_27,Surgery,840,False,14,2025-01-13,Referred by Vet,Arthritis,Chronic Disease,5,4200
PET0271,Cat,Owner_15,Deworming,176,True,46,2025-03-10,Emergency,Obesity,Trauma,4,704
PET0809,Bird,Owner_77,Dental Cleaning,442,True,47,2025-03-23,Online Booking,Arthritis,Preventative Care,3,1326
PET0539,Bird,Owner_147,Surgery,957,True,39,2025-02-15,Referred by Vet,Parvovirus,Trauma,5,4785
PET0484,Rabbit,Owner_21,Checkup,690,False,18,2025-02-25,Emergency,Parvovirus,Preventative Care,4,2760
PET0436,Dog,Owner_63,Vaccination,107,True,43,2025-03-20,Referred by Vet,Parvovirus,Infectious Disease,4,428
PET0732,Bird,Owner_177,Neutering,683,True,53,2025-03-25,Referred by Vet,Dental Disease,Infectious Disease,1,683
PET0269,Cat,Owner_28,Surgery,562,False,44,2025-02-04,Referred by Vet,Arthritis,Behavioral Issue,1,562
PET0852,Bird,Owner_155,Deworming,800,True,31,2025-02-12,Online Booking,Dental Disease,Genetic Disorder,5,4000
PET0831,Dog,Owner_151,Surgery,851,False,53,2025-02-04,Online Booking,Arthritis,Chronic Disease,4,3404
PET0087,Dog,Owner_27,Neutering,145,False,33,2025-02-04,Online Booking,Obesity,Genetic Disorder,2,290
PET0882,Dog,Owner_199,Deworming,687,False,26,2025-01-13,Emergency,Dental Disease,Infectious Disease,1,687
PET0244,Dog,Owner_29,Deworming,167,True,19,2025-02-02,Referred by Vet,Obesity,Preventative Care,5,835
PET0465,Cat,Owner_107,Checkup,609,False,39,2025-03-25,Walk-in,Ear Infection,Preventative Care,4,2436
PET0611,Rabbit,Owner_2,Dental Cleaning,650,False,55,2025-03-16,Online Booking,Obesity,Genetic Disorder,4,2600
PET0379,Cat,Owner_131,Deworming,537,True,32,2025-02-20,Referred by Vet,Arthritis,Trauma,2,1074
PET0029,Bird,Owner_89,Deworming,286,False,41,2025-03-01,Walk-in,Dental Disease,Preventative Care,5,1430
PET0851,Bird,Owner_145,Neutering,934,True,26,2025-03-28,Emergency,Arthritis,Preventative Care,4,3736
PET0182,Bird,Owner_126,Vaccination,946,True,59,2025-01-31,Walk-in,Skin Infection,Genetic Disorder,1,946
PET0213,Cat,Owner_31,Neutering,321,False,26,2025-03-28,Online Booking,Ear Infection,Genetic Disorder,2,642
PET0798,Rabbit,Owner_83,Checkup,238,False,23,2025-03-17,Walk-in,Arthritis,Infectious Disease,5,1190
PET0341,Rabbit,Owner_138,Checkup,753,False,18,2025-01-25,Referred by Vet,Ear Infection,Genetic Disorder,2,1506
PET0881,Dog,Owner_172,Dental Cleaning,496,False,49,2025-03-08,Walk-in,Parvovirus,Behavioral Issue,1,496
PET0702,Cat,Owner_18,Checkup,630,False,11,2025-02-13,Online Booking,Ear Infection,Behavioral Issue,5,3150
PET0277,Rabbit,Owner_21,Deworming,839,True,54,2025-03-28,Referred by Vet,Skin Infection,Chronic Disease,2,1678
PET0011,Rabbit,Owner_151,Checkup,910,True,34,2025-03-30,Walk-in,Ear Infection,Preventative Care,3,2730
PET0949,Dog,Owner_118,Deworming,296,True,48,2025-01-24,Online Booking,Dental Disease,Chronic Disease,1,296
PET0086,Bird,Owner_77,Surgery,125,False,18,2025-02-10,Emergency,Obesity,Preventative Care,1,125
PET0721,Dog,Owner_193,Dental Cleaning,203,True,31,2025-03-12,Referred by Vet,Skin Infection,Genetic Disorder,1,203
PET0489,Rabbit,Owner_63,Surgery,705,False,52,2025-01-02,Online Booking,Skin Infection,Infectious Disease,3,2115
PET0759,Rabbit,Owner_28,Dental Cleaning,484,False,55,2025-03-28,Referred by Vet,Obesity,Infectious Disease,3,1452
PET0691,Rabbit,Owner_56,Neutering,135,True,13,2025-01-02,Emergency,Ear Infection,Chronic Disease,4,540
PET0646,Bird,Owner_17,Checkup,746,False,35,2025-01-09,Walk-in,Dental Disease,Infectious Disease,2,1492
PET0491,Rabbit,Owner_111,Deworming,334,False,38,2025-01-02,Referred by Vet,Dental Disease,Preventative Care,4,1336
PET0793,Bird,Owner_121,Surgery,269,False,54,2025-02-22,Emergency,Skin Infection,Behavioral Issue,2,538
PET0094,Dog,Owner_122,Deworming,118,True,43,2025-01-13,Referred by Vet,Skin Infection,Infectious Disease,3,354
PET0222,Dog,Owner_156,Surgery,96,True,32,2025-03-09,Online Booking,Parvovirus,Behavioral Issue,3,288
PET0692,Rabbit,Owner_139,Checkup,143,True,46,2025-01-14,Walk-in,Dental Disease,Preventative Care,4,572
PET0307,Rabbit,Owner_170,Dental Cleaning,799,True,20,2025-03-29,Walk-in,Parvovirus,Trauma,5,3995
PET0582,Rabbit,Owner_132,Vaccination,502,True,15,2025-02-27,Emergency,Arthritis,Preventative Care,4,2008
PET0474,Bird,Owner_61,Neutering,253,False,27,2025-02-14,Online Booking,Parvovirus,Trauma,2,506
PET0531,Cat,Owner_104,Neutering,961,True,30,2025-01-29,Emergency,Obesity,Behavioral Issue,4,3844
PET0426,Rabbit,Owner_102,Surgery,267,False,51,2025-02-06,Walk-in,Ear Infection,Infectious Disease,1,267
PET0746,Cat,Owner_150,Checkup,523,True,45,2025-02-02,Online Booking,Skin Infection,Chronic Disease,2,1046
PET0331,Rabbit,Owner_60,Neutering,481,True,50,2025-01-25,Emergency,Parvovirus,Behavioral Issue,2,962
PET0703,Cat,Owner_11,Checkup,390,False,47,2025-01-05,Referred by Vet,Dental Disease,Preventative Care,5,1950
PET0271,Bird,Owner_180,Deworming,600,False,43,2025-01-04,Online Booking,Parvovirus,Genetic Disorder,3,1800
PET0252,Cat,Owner_191,Dental Cleaning,661,False,26,2025-03-21,Emergency,Dental Disease,Preventative Care,2,1322
PET0121,Bird,Owner_99,Deworming,338,False,46,2025-01-12,Emergency,Arthritis,Trauma,3,1014
PET0193,Rabbit,Owner_23,Checkup,303,True,34,2025-01-08,Online Booking,Parvovirus,Preventative Care,4,1212
PET0120,Cat,Owner_100,Surgery,783,False,47,2025-03-18,Referred by Vet,Skin Infection,Genetic Disorder,1,783
PET0536,Dog,Owner_119,Vaccination,406,False,21,2025-03-26,Emergency,Obesity,Preventative Care,5,2030
PET0763,Dog,Owner_106,Vaccination,72,False,32,2025-01-28,Emergency,Arthritis,Behavioral Issue,3,216
PET0186,Cat,Owner_196,Checkup,811,False,51,2025-03-18,Emergency,Arthritis,Trauma,2,1622
PET0217,Cat,Owner_198,Dental Cleaning,571,False,31,2025-03-23,Referred by Vet,Skin Infection,Preventative Care,3,1713
PET0485,Dog,Owner_187,Checkup,807,True,30,2025-01-16,Walk-in,Dental Disease,Chronic Disease,2,1614
PET0725,Rabbit,Owner_27,Vaccination,886,False,36,2025-01-16,Walk-in,Parvovirus,Infectious Disease,3,2658
PET0977,Cat,Owner_173,Dental Cleaning,149,False,40,2025-01-12,Emergency,Dental Disease,Genetic Disorder,2,298
PET0525,Rabbit,Owner_114,Dental Cleaning,851,True,15,2025-03-19,Referred by Vet,Skin Infection,Chronic Disease,4,3404
PET0283,Rabbit,Owner_74,Deworming,229,True,36,2025-01-17,Referred by Vet,Parvovirus,Chronic Disease,2,458
PET0101,Bird,Owner_137,Checkup,272,False,49,2025-02-18,Referred by Vet,Skin Infection,Chronic Disease,2,544
PET0195,Bird,Owner_153,Dental Cleaning,955,True,43,2025-03-26,Online Booking,Obesity,Genetic Disorder,1,955
PET0228,Dog,Owner_191,Checkup,811,False,21,2025-03-24,Walk-in,Ear Infection,Behavioral Issue,2,1622
PET0180,Cat,Owner_155,Vaccination,708,True,54,2025-03-14,Walk-in,Obesity,Preventative Care,1,708
PET0015,Rabbit,Owner_4,Checkup,491,False,16,2025-01-24,Referred by Vet,Arthritis,Chronic Disease,5,2455
PET0535,Cat,Owner_14,Vaccination,657,False,19,2025-01-15,Online Booking,Obesity,Trauma,1,657
PET0275,Cat,Owner_53,Deworming,818,True,54,2025-03-31,Emergency,Arthritis,Infectious Disease,4,3272
PET0975,Cat,Owner_8,Checkup,374,False,26,2025-01-24,Referred by Vet,Arthritis,Preventative Care,1,374
PET0554,Dog,Owner_13,Deworming,565,False,35,2025-02-02,Emergency,Parvovirus,Infectious Disease,5,2825
PET0698,Dog,Owner_158,Checkup,65,True,30,2025-02-07,Referred by Vet,Parvovirus,Chronic Disease,4,260
PET0127,Cat,Owner_102,Surgery,841,False,37,2025-03-01,Walk-in,Parvovirus,Trauma,3,2523
PET0869,Cat,Owner_126,Dental Cleaning,385,True,55,2025-03-26,Walk-in,Dental Disease,Behavioral Issue,3,1155
PET0491,Rabbit,Owner_101,Checkup,808,True,11,2025-01-10,Walk-in,Ear Infection,Trauma,1,808
PET0873,Dog,Owner_84,Checkup,307,True,52,2025-03-23,Online Booking,Parvovirus,Infectious Disease,1,307
PET0575,Bird,Owner_141,Dental Cleaning,546,False,10,2025-02-28,Referred by Vet,Parvovirus,Chronic Disease,5,2730
PET0470,Dog,Owner_17,Surgery,945,True,45,2025-02-05,Emergency,Ear Infection,Trauma,5,4725
PET0441,Cat,Owner_108,Deworming,209,False,35,2025-02-24,Referred by Vet,Skin Infection,Genetic Disorder,2,418
PET0185,Rabbit,Owner_124,Neutering,524,True,38,2025-03-30,Emergency,Dental Disease,Preventative Care,5,2620
PET0052,Cat,Owner_56,Deworming,901,True,30,2025-03-27,Walk-in,Arthritis,Infectious Disease,2,1802
PET0942,Bird,Owner_62,Deworming,713,False,20,2025-02-11,Walk-in,Parvovirus,Genetic Disorder,4,2852
PET0478,Cat,Owner_103,Dental Cleaning,957,True,49,2025-02-02,Walk-in,Obesity,Behavioral Issue,1,957
PET0823,Rabbit,Owner_41,Surgery,739,True,20,2025-01-21,Referred by Vet,Arthritis,Genetic Disorder,4,2956
PET0401,Cat,Owner_162,Vaccination,724,False,45,2025-01-10,Online Booking,Dental Disease,Chronic Disease,5,3620
PET0075,Cat,Owner_108,Dental Cleaning,429,False,58,2025-02-05,Emergency,Skin Infection,Trauma,4,1716
PET0630,Dog,Owner_79,Surgery,594,True,48,2025-01-08,Walk-in,Parvovirus,Preventative Care,4,2376
PET0054,Bird,Owner_127,Checkup,978,True,49,2025-02-18,Online Booking,Obesity,Genetic Disorder,4,3912
PET0150,Rabbit,Owner_167,Deworming,740,True,44,2025-02-19,Online Booking,Dental Disease,Preventative Care,5,3700
PET0563,Bird,Owner_137,Checkup,476,True,43,2025-02-12,Referred by Vet,Arthritis,Trauma,4,1904
PET0304,Dog,Owner_14,Deworming,662,True,56,2025-01-08,Walk-in,Arthritis,Infectious Disease,2,1324
PET0994,Cat,Owner_140,Checkup,317,False,33,2025-02-03,Online Booking,Parvovirus,Behavioral Issue,5,1585
PET0119,Dog,Owner_146,Surgery,884,True,31,2025-02-03,Walk-in,Skin Infection,Trauma,4,3536
PET0765,Cat,Owner_170,Checkup,626,True,14,2025-01-23,Emergency,Obesity,Infectious Disease,5,3130
PET0607,Bird,Owner_12,Surgery,466,True,42,2025-02-26,Online Booking,Ear Infection,Preventative Care,3,1398
PET0791,Rabbit,Owner_18,Surgery,217,False,45,2025-01-09,Online Booking,Arthritis,Infectious Disease,2,434
PET0226,Cat,Owner_87,Checkup,891,False,56,2025-03-04,Referred by Vet,Skin Infection,Infectious Disease,4,3564
PET0523,Rabbit,Owner_91,Deworming,92,True,29,2025-01-26,Referred by Vet,Ear Infection,Infectious Disease,3,276
PET0451,Bird,Owner_122,Dental Cleaning,605,True,28,2025-03-20,Emergency,Obesity,Preventative Care,3,1815
PET0443,Cat,Owner_62,Dental Cleaning,334,False,44,2025-02-20,Walk-in,Skin Infection,Infectious Disease,5,1670
PET0861,Bird,Owner_149,Checkup,446,True,52,2025-01-23,Online Booking,Dental Disease,Preventative Care,3,1338
PET0991,Rabbit,Owner_149,Dental Cleaning,61,False,26,2025-03-24,Emergency,Dental Disease,Trauma,2,122
PET0306,Bird,Owner_24,Dental Cleaning,656,True,54,2025-03-04,Walk-in,Parvovirus,Trauma,2,1312
PET0622,Cat,Owner_142,Surgery,351,False,52,2025-01-14,Walk-in,Arthritis,Chronic Disease,1,351
PET0610,Cat,Owner_141,Neutering,947,False,43,2025-01-19,Emergency,Parvovirus,Behavioral Issue,2,1894
PET0741,Rabbit,Owner_33,Neutering,302,True,18,2025-03-11,Online Booking,Obesity,Chronic Disease,3,906
PET0948,Dog,Owner_191,Surgery,548,True,35,2025-02-25,Emergency,Dental Disease,Infectious Disease,2,1096
PET0208,Rabbit,Owner_105,Vaccination,803,False,11,2025-01-28,Online Booking,Arthritis,Trauma,5,4015
PET0212,Dog,Owner_157,Surgery,84,True,18,2025-03-20,Online Booking,Arthritis,Behavioral Issue,1,84
PET0661,Rabbit,Owner_145,Dental Cleaning,776,False,18,2025-03-24,Online Booking,Dental Disease,Trauma,3,2328
PET0158,Bird,Owner_34,Dental Cleaning,898,True,49,2025-01-14,Referred by Vet,Skin Infection,Infectious Disease,1,898
PET0174,Cat,Owner_26,Checkup,139,False,26,2025-02-26,Online Booking,Obesity,Behavioral Issue,3,417
PET0076,Bird,Owner_157,Vaccination,825,True,10,2025-02-03,Walk-in,Skin Infection,Chronic Disease,5,4125
PET0003,Rabbit,Owner_54,Vaccination,654,True,34,2025-01-14,Walk-in,Dental Disease,Genetic Disorder,1,654
PET0451,Dog,Owner_178,Dental Cleaning,971,True,52,2025-01-05,Online Booking,Obesity,Chronic Disease,4,3884
PET0594,Bird,Owner_155,Vaccination,651,False,49,2025-01-10,Referred by Vet,Parvovirus,Genetic Disorder,3,1953
PET0292,Cat,Owner_6,Deworming,467,True,51,2025-01-10,Emergency,Dental Disease,Trauma,4,1868
PET0232,Bird,Owner_162,Surgery,164,True,34,2025-03-15,Referred by Vet,Skin Infection,Preventative Care,1,164
PET0707,Cat,Owner_55,Surgery,666,False,48,2025-02-02,Emergency,Ear Infection,Genetic Disorder,4,2664
PET0703,Bird,Owner_13,Neutering,952,False,44,2025-02-27,Walk-in,Obesity,Behavioral Issue,4,3808
PET0455,Bird,Owner_143,Surgery,245,False,12,2025-01-03,Referred by Vet,Dental Disease,Preventative Care,1,245
PET0688,Dog,Owner_116,Neutering,875,True,59,2025-03-05,Walk-in,Ear Infection,Preventative Care,5,4375
PET0924,Rabbit,Owner_16,Checkup,550,True,46,2025-01-20,Walk-in,Obesity,Behavioral Issue,4,2200
PET0788,Rabbit,Owner_92,Dental Cleaning,675,True,53,2025-03-25,Online Booking,Parvovirus,Chronic Disease,4,2700
PET0626,Dog,Owner_73,Dental Cleaning,542,False,53,2025-03-23,Referred by Vet,Dental Disease,Behavioral Issue,5,2710
PET0662,Dog,Owner_100,Dental Cleaning,124,True,39,2025-01-01,Referred by Vet,Skin Infection,Trauma,4,496
PET0934,Cat,Owner_114,Vaccination,462,True,47,2025-01-05,Emergency,Skin Infection,Trauma,4,1848
